exclude,exclude_query,query_genus,query_family,query_subfamily,exclude_target,target_genus,target_family,target_subfamily,i_query,i_target,c_contaminated_score,composite_score,query_qubit,target_qubit,concentration_difference,concentration_ratio,plate_query,plate_target,query_plate_x,query_plate_y,target_plate_x,target_plate_y,qt_plate_distance,overlap_type,s_locus_overlap,s_same_locus,s_proportional_length,s_taxon_difference,s_plate_similarity,x_concentration_difference,s_concentration_ratio,s_proportional_difference,s_column_identity,cs_exact_match_different_locus,query_locus,target_locus,percent_similarity,length_of_match,query_length,target_length,unmatched_basepairs,gap_open,qstart,qend,tstart,tend,evalue,ucd_genus_query_id,ucd_genus_target_id,target_seq,query_seq
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L747,L747,98.82,85,1205,1118,1,0,180,264,2,86,4.00E-38,457012,456824,L747_MERG00097_0101_SUPERCONTIG,L747_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L747,L747,95.44,987,1118,1205,45,0,67,1053,219,1205,0.0,456824,457012,L747_MERG00099_0101_SUPERCONTIG,L747_MERG00097_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L747,L747,98.82,85,1118,1205,1,0,2,86,180,264,4.00E-38,456824,457012,L747_MERG00099_0101_SUPERCONTIG,L747_MERG00097_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L747,L747,99.63,819,895,819,3,0,39,857,1,819,0.0,456215,456737,L747_MERG00310_0101_SUPERCONTIG,L747_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L747,L747,99.63,819,819,895,3,0,1,819,39,857,0.0,456737,456215,L747_MERG00314_0101_SUPERCONTIG,L747_MERG00310_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,1,4,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,G,1,1,0,0,1,0,0,0,1,1,L748,L748,95.05,646,861,835,24,6,217,858,194,835,0.0,456209,456675,L748_MERG00161_0101_SUPERCONTIG,L748_MERG00169_0101_SUPERCONTIG
0,0,Eurytoma,Eurytomidae,Eurytominae,0,Masneroma,Eurytomidae,Eurytominae,I8160,I24015,0,2,,4.32,,,,3,10,0,4,5,,G,1,1,0,0,0,0,0,0,0,1,L748,L748,96.03,605,910,835,19,3,308,910,199,800,0.0,456255,457696,L748_MERG00165_0101_SUPERCONTIG,L748_MERG00166_0101_SUPERCONTIG
0,0,Masneroma,Eurytomidae,Eurytominae,0,Eurytoma,Eurytomidae,Eurytominae,I24015,I8160,0,2,4.32,,,,3,,4,5,10,0,,G,1,1,0,0,0,0,0,0,0,1,L748,L748,96.03,605,835,910,19,3,199,800,308,910,0.0,457696,456255,L748_MERG00166_0101_SUPERCONTIG,L748_MERG00165_0101_SUPERCONTIG
0,0,Omphalodipara,Pteromalidae,Colotrechninae,0,Zeala,Pteromalidae,Colotrechninae,I28973,I27457,0,3,.196,3.92,-3.724,0.05,6,5,1,0,7,9,,G,1,1,0,0,0,1,1,0,0,1,L748,L748,97.54,122,1035,835,3,0,235,356,49,170,2.00E-55,457369,458386,L748_MERG00268_0101_SUPERCONTIG,L748_MERG00269_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L748,L748,99.49,792,1072,790,2,1,158,949,1,790,0.0,456215,456737,L748_MERG00310_0101_SUPERCONTIG,L748_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L748,L748,99.49,792,790,1072,2,1,1,790,158,949,0.0,456737,456215,L748_MERG00314_0101_SUPERCONTIG,L748_MERG00310_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,4,,0.436,,,,2,10,11,1,4,,A,1,1,1,0,0,0,0,1,0,1,L748,L748,100.00,982,1054,998,0,0,73,1054,1,982,0.0,457097,457060,L748_MERG00362_0101_SUPERCONTIG,L748_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,4,0.436,,,,2,,1,4,10,11,,G,1,1,1,0,0,0,0,1,0,1,L748,L748,100.00,982,998,1054,0,0,1,982,73,1054,0.0,457060,457097,L748_MERG00363_0101_SUPERCONTIG,L748_MERG00362_0101_SUPERCONTIG
0,0,Neochalcis,Chalcididae,Haltichellinae,0,Haltichella,Chalcididae,Haltichellinae,I23981,I23218,0,3,3.48,2.02,1.46,0.58,3,2,1,7,0,11,,H,1,1,0,0,0,0,0,0,0,1,L749,L749,96.10,77,1012,1050,3,0,936,1012,641,565,2.00E-30,457289,456896,L749_MERG00072_0101_SUPERCONTIG,L749_MERG00068_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,H,1,1,0,0,0,0,0,0,0,1,L749,L749,95.30,234,1391,1473,11,0,1107,1340,1237,1470,4.00E-104,457012,456824,L749_MERG00097_0101_SUPERCONTIG,L749_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,H,1,1,0,0,0,0,0,0,0,1,L749,L749,95.30,234,1473,1391,11,0,1237,1470,1107,1340,4.00E-104,456824,457012,L749_MERG00099_0101_SUPERCONTIG,L749_MERG00097_0101_SUPERCONTIG
2,1,Cephaleta,Pteromalidae,Eunotinae,1,Elachertus,Eulophidae,Eulophinae,I27407,I27399,3,6,0.304,0.268,0.036,0.882,5,5,3,6,2,10,5.099,D,1,1,1,1,1,0,0,1,0,1,L749,L749,100.00,363,363,874,0,0,1,363,163,525,0.0,456437,456297,L749_MERG00283_0101_SUPERCONTIG,L749_MERG00124_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L749,L749,99.66,873,1042,873,3,0,106,978,1,873,0.0,456215,456737,L749_MERG00310_0101_SUPERCONTIG,L749_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L749,L749,99.66,873,873,1042,3,0,1,873,106,978,0.0,456737,456215,L749_MERG00314_0101_SUPERCONTIG,L749_MERG00310_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,4,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,1,0,1,L749,L749,100.00,824,824,1027,0,0,1,824,31,854,0.0,457097,457060,L749_MERG00362_0101_SUPERCONTIG,L749_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,4,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,1,0,1,L749,L749,100.00,824,1027,824,0,0,31,854,1,824,0.0,457060,457097,L749_MERG00363_0101_SUPERCONTIG,L749_MERG00362_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L74,L74,96.81,313,613,1277,10,0,301,613,558,870,3.00E-150,456824,457012,L74_MERG00099_0101_SUPERCONTIG,L74_MERG00097_0101_SUPERCONTIG
2,1,Pseudometagea,Eucharitidae,Eucharitinae,1,Diaziella,Pteromalidae,Sycoecinae,I21631,I21641,3,6,0.509,0.359,0.15,0.705,0.5,0.5,0,2,1,0,1.414,C,1,1,1,1,1,0,0,1,0,1,L74,L74,100.00,1133,1257,1133,0,0,113,1245,1,1133,0.0,457732,457108,L74_MERG00101_0101_SUPERCONTIG,L74_MERG00349_0101_SUPERCONTIG
0,0,Hemiptarsenus,Eulophidae,Eulophinae,0,Pnigalio,Eulophidae,Eulophinae,I27428,I21932,0,3,1.43,0.452,0.978,0.316,5,1,5,3,1,7,,G,1,1,0,0,0,0,0,0,0,1,L74,L74,95.28,233,771,970,11,0,1,233,5,237,6.00E-104,456980,456858,L74_MERG00125_0101_SUPERCONTIG,L74_MERG00127_0101_SUPERCONTIG
0,0,Pnigalio,Eulophidae,Eulophinae,0,Hemiptarsenus,Eulophidae,Eulophinae,I21932,I27428,0,3,0.452,1.43,-0.978,0.316,1,5,1,7,5,3,,B,1,1,0,0,0,0,0,0,0,1,L74,L74,95.28,233,970,771,11,0,5,237,1,233,8.00E-104,456858,456980,L74_MERG00127_0101_SUPERCONTIG,L74_MERG00125_0101_SUPERCONTIG
0,0,Zeala,Pteromalidae,Colotrechninae,0,Omphalodipara,Pteromalidae,Colotrechninae,I27457,I28973,0,3,3.92,.196,3.724,0.05,5,6,7,9,1,0,,G,1,1,0,0,0,1,1,0,0,1,L74,L74,95.57,677,790,738,23,4,1,672,59,733,0.0,458386,457369,L74_MERG00269_0101_SUPERCONTIG,L74_MERG00268_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L74,L74,99.12,796,1079,796,7,0,238,1033,1,796,0.0,456215,456737,L74_MERG00310_0101_SUPERCONTIG,L74_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L74,L74,99.12,796,796,1079,7,0,1,796,238,1033,0.0,456737,456215,L74_MERG00314_0101_SUPERCONTIG,L74_MERG00310_0101_SUPERCONTIG
2,1,Diaziella,Pteromalidae,Sycoecinae,1,Pseudometagea,Eucharitidae,Eucharitinae,I21641,I21631,3,6,0.359,0.509,-0.15,0.705,0.5,0.5,1,0,0,2,1.414,D,1,1,1,1,1,0,0,1,0,1,L74,L74,100.00,1133,1133,1257,0,0,1,1133,113,1245,0.0,457108,457732,L74_MERG00349_0101_SUPERCONTIG,L74_MERG00101_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L74,L74,99.86,694,694,990,1,0,1,694,9,702,0.0,457097,457060,L74_MERG00362_0101_SUPERCONTIG,L74_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L74,L74,99.86,694,990,694,1,0,9,702,1,694,0.0,457060,457097,L74_MERG00363_0101_SUPERCONTIG,L74_MERG00362_0101_SUPERCONTIG
2,1,Dirphys,Aphelinidae,Coccophaginae,1,Adontomerus,Torymidae,Erimerinae,I29031,I29034,3,5,1.77,2.70,-0.93,0.656,6,6,5,10,6,1,11.045,D,1,1,1,1,1,0,0,0,0,1,L750,L750,97.08,411,411,955,12,0,1,411,357,767,0.0,457148,456197,L750_MERG00037_0101_SUPERCONTIG,L750_MERG00375_0101_SUPERCONTIG
2,1,Encarsia,Aphelinidae,Coccophaginae,1,Rotoita,Rotoitidae,,I27376,I27368,3,7,0.0573,failed,,,5,5,0,11,0,3,0.0,C,1,1,1,1,1,0,0,1,1,1,L750,L750,100.00,404,771,404,0,0,158,561,1,404,0.0,456265,458144,L750_MERG00041_0101_SUPERCONTIG,L750_MERG00354_0101_SUPERCONTIG
0,0,Neochalcis,Chalcididae,Haltichellinae,0,Haltichella,Chalcididae,Haltichellinae,I23981,I23218,0,3,3.48,2.02,1.46,0.58,3,2,1,7,0,11,,G,1,1,0,0,0,0,0,0,0,1,L750,L750,98.70,77,932,970,1,0,1,77,428,504,8.00E-34,457289,456896,L750_MERG00072_0101_SUPERCONTIG,L750_MERG00068_0101_SUPERCONTIG
0,0,Leiosema,Eucharitidae,Oraseminae,0,Australosema,Eucharitidae,Oraseminae,I16357,I12626,0,2,,,,,,,5,4,1,8,,G,1,1,0,0,0,0,0,0,0,1,L750,L750,96.05,76,619,671,3,0,1,76,643,568,4.00E-30,457632,456610,L750_MERG00107_0101_SUPERCONTIG,L750_MERG00106_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L750,L750,99.72,710,1359,710,2,0,380,1089,1,710,0.0,456215,456737,L750_MERG00310_0101_SUPERCONTIG,L750_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L750,L750,99.72,710,710,1359,2,0,1,710,380,1089,0.0,456737,456215,L750_MERG00314_0101_SUPERCONTIG,L750_MERG00310_0101_SUPERCONTIG
2,1,Rotoita,Rotoitidae,,1,Encarsia,Aphelinidae,Coccophaginae,I27368,I27376,3,7,failed,0.0573,,,5,5,0,3,0,11,0.0,D,1,1,1,1,1,0,0,1,1,1,L750,L750,100.00,404,404,771,0,0,1,404,158,561,0.0,458144,456265,L750_MERG00354_0101_SUPERCONTIG,L750_MERG00041_0101_SUPERCONTIG
1,0,Acanthochalcis,Chalcididae,Cratocentrinae,1,Phasgonophora,Chalcididae,Chalcidinae,I23977,I23978,3,6,8.68,0.0952,8.585,0.011,3,3,1,3,1,4,2.0,C,1,1,1,1,1,0,0,0,1,1,L751,L751,99.92,1230,1389,1230,1,0,45,1274,1,1230,0.0,456131,457464,L751_MERG00055_0101_SUPERCONTIG,L751_MERG00064_0101_SUPERCONTIG
1,1,Phasgonophora,Chalcididae,Chalcidinae,0,Acanthochalcis,Chalcididae,Cratocentrinae,I23978,I23977,3,6,0.0952,8.68,-8.585,0.011,3,3,1,4,1,3,2.0,D,1,1,1,1,1,0,0,0,1,1,L751,L751,99.92,1230,1230,1389,1,0,1,1230,45,1274,0.0,457464,456131,L751_MERG00064_0101_SUPERCONTIG,L751_MERG00055_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L751,L751,96.15,1298,1845,2503,50,0,548,1845,1075,2372,0.0,457012,456824,L751_MERG00097_0101_SUPERCONTIG,L751_MERG00099_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L751,L751,96.54,780,1845,2503,27,0,126,905,294,1073,0.0,457012,456824,L751_MERG00097_0101_SUPERCONTIG,L751_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L751,L751,96.15,1298,2503,1845,50,0,1075,2372,548,1845,0.0,456824,457012,L751_MERG00099_0101_SUPERCONTIG,L751_MERG00097_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L751,L751,96.54,780,2503,1845,27,0,294,1073,126,905,0.0,456824,457012,L751_MERG00099_0101_SUPERCONTIG,L751_MERG00097_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,2,5,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,D,1,1,1,0,1,0,0,0,1,1,L751,L751,96.79,1496,1496,1707,47,1,1,1496,127,1621,0.0,456209,456675,L751_MERG00161_0101_SUPERCONTIG,L751_MERG00169_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,2,5,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,C,1,1,1,0,1,0,0,0,1,1,L751,L751,96.79,1496,1707,1496,47,1,127,1621,1,1496,0.0,456675,456209,L751_MERG00169_0101_SUPERCONTIG,L751_MERG00161_0101_SUPERCONTIG
2,1,Neotriadomerus,Mymaridae,,1,Adontomerus,Torymidae,Erimerinae,I28997,I29034,3,5,0.320,2.70,-2.38,0.119,6,6,3,0,6,1,9.487,G,1,1,1,1,1,0,0,0,0,1,L751,L751,96.18,943,954,1872,36,0,12,954,286,1228,0.0,457845,456197,L751_MERG00202_0101_SUPERCONTIG,L751_MERG00375_0101_SUPERCONTIG
0,0,Perilampus,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I12630,I16359,1,3,,,,,,,2,0,5,6,,C,1,1,1,0,0,0,0,0,0,1,L751,L751,95.37,1816,2037,1815,83,1,30,1845,1,1815,0.0,456225,458006,L751_MERG00220_0101_SUPERCONTIG,L751_MERG00221_0101_SUPERCONTIG
0,0,Steffanolampus,Perilampidae,Perilampinae,0,Perilampus,Perilampidae,Perilampinae,I16359,I12630,1,3,,,,,,,5,6,2,0,,D,1,1,1,0,0,0,0,0,0,1,L751,L751,95.37,1816,1815,2037,83,1,1,1815,30,1845,0.0,458006,456225,L751_MERG00221_0101_SUPERCONTIG,L751_MERG00220_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L751,L751,99.51,1217,1715,1216,5,1,109,1325,1,1216,0.0,456215,456737,L751_MERG00310_0101_SUPERCONTIG,L751_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L751,L751,99.51,1217,1216,1715,5,1,1,1216,109,1325,0.0,456737,456215,L751_MERG00314_0101_SUPERCONTIG,L751_MERG00310_0101_SUPERCONTIG
2,1,Tineobius,Eupelmidae,Eupelminae,1,Neanastatus,Eupelmidae,Neanastatinae,I24008,I24009,3,6,0.628,1.20,-0.572,0.523,3,3,3,10,3,11,6.0,D,1,1,1,1,1,0,0,0,1,1,L752,L752,99.24,662,662,1109,5,0,1,662,88,749,0.0,461185,456811,L752_MERG00150_0101_SUPERCONTIG,L752_MERG00158_0101_SUPERCONTIG
2,1,Neanastatus,Eupelmidae,Neanastatinae,1,Tineobius,Eupelmidae,Eupelminae,I24009,I24008,3,6,1.20,0.628,0.572,0.523,3,3,3,11,3,10,6.0,C,1,1,1,1,1,0,0,0,1,1,L752,L752,99.24,662,1109,662,5,0,88,749,1,662,0.0,456811,461185,L752_MERG00158_0101_SUPERCONTIG,L752_MERG00150_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,2,5,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,G,1,1,1,0,1,0,0,0,1,1,L752,L752,95.73,1078,1109,1303,44,2,1,1078,228,1303,0.0,456209,456675,L752_MERG00161_0101_SUPERCONTIG,L752_MERG00169_0101_SUPERCONTIG
0,0,Perilampus,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I12630,I16359,0,2,,,,,,,2,0,5,6,,G,1,1,0,0,0,0,0,0,0,1,L752,L752,95.83,983,1089,1051,40,1,1,983,70,1051,0.0,456225,458006,L752_MERG00220_0101_SUPERCONTIG,L752_MERG00221_0101_SUPERCONTIG
0,0,Steffanolampus,Perilampidae,Perilampinae,0,Perilampus,Perilampidae,Perilampinae,I16359,I12630,0,2,,,,,,,5,6,2,0,,A,1,1,0,0,0,0,0,0,0,1,L752,L752,95.83,983,1051,1089,40,1,70,1051,1,983,0.0,458006,456225,L752_MERG00221_0101_SUPERCONTIG,L752_MERG00220_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L752,L752,99.48,969,1450,968,4,1,184,1152,1,968,0.0,456215,456737,L752_MERG00310_0101_SUPERCONTIG,L752_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L752,L752,99.48,969,968,1450,4,1,1,968,184,1152,0.0,456737,456215,L752_MERG00314_0101_SUPERCONTIG,L752_MERG00310_0101_SUPERCONTIG
0,0,Euryischia,Eriaporidae,Euryischinae,0,Euryischomyia,Eriaporidae,Euryischinae,I23222,I21638,0,3,0.182,0.465,-0.283,0.391,2,0.5,1,3,0,9,,B,1,1,0,0,0,0,0,0,0,1,L753,L753,95.40,87,1219,597,2,2,68,153,1,86,1.00E-33,457328,457324,L753_MERG00092_0101_SUPERCONTIG,L753_MERG00093_0101_SUPERCONTIG
0,0,Euryischomyia,Eriaporidae,Euryischinae,0,Euryischia,Eriaporidae,Euryischinae,I21638,I23222,0,3,0.465,0.182,0.283,0.391,0.5,2,0,9,1,3,,G,1,1,0,0,0,0,0,0,0,1,L753,L753,95.40,87,597,1219,2,2,1,86,68,153,5.00E-34,457324,457328,L753_MERG00093_0101_SUPERCONTIG,L753_MERG00092_0101_SUPERCONTIG
0,0,Cea,Pteromalidae,Ceinae,0,Ormocerus,Pteromalidae,Pteromalinae,I29013,I24033,1,4,0.912,5.36,-4.448,0.17,6,3,4,4,5,11,,G,1,1,0,1,0,1,1,0,0,1,L753,L753,97.30,148,162,755,4,0,15,162,269,416,4.00E-69,456841,457512,L753_MERG00233_0101_SUPERCONTIG,L753_MERG00318_0101_SUPERCONTIG
0,0,Agamerion,Pteromalidae,Cleonyminae,0,Proshizonotus,Pteromalidae,Cleonyminae,I26466,I23215,0,3,7.88,0.570,7.31,0.072,4,2,7,9,0,8,,G,1,1,0,0,0,1,1,0,0,1,L753,L753,95.20,271,907,1081,13,0,377,647,453,723,1.00E-121,456231,456621,L753_MERG00240_0101_SUPERCONTIG,L753_MERG00254_0101_SUPERCONTIG
0,0,Epistenia,Pteromalidae,Cleonyminae,0,Proshizonotus,Pteromalidae,Cleonyminae,I23214,I23215,1,4,0.864,0.570,0.294,0.66,2,2,0,7,0,8,0.0,G,1,1,0,0,1,0,0,0,1,1,L753,L753,95.57,271,1099,1081,12,0,440,710,452,722,3.00E-123,456904,456621,L753_MERG00246_0101_SUPERCONTIG,L753_MERG00254_0101_SUPERCONTIG
0,0,Proshizonotus,Pteromalidae,Cleonyminae,0,Epistenia,Pteromalidae,Cleonyminae,I23215,I23214,1,4,0.570,0.864,-0.294,0.66,2,2,0,8,0,7,0.0,G,1,1,0,0,1,0,0,0,1,1,L753,L753,95.57,271,1081,1099,12,0,452,722,440,710,3.00E-123,456621,456904,L753_MERG00254_0101_SUPERCONTIG,L753_MERG00246_0101_SUPERCONTIG
0,0,Lanthanomyia,Pteromalidae,Coelocybinae,0,Neapterolelaps,Pteromalidae,Cleonyminae,I24040,I24023,2,4,0.464,3.59,-3.126,0.129,3,3,6,6,5,1,11.045,G,1,1,0,1,1,0,0,0,0,1,L753,L753,97.36,265,784,755,7,0,298,562,293,557,2.00E-128,457618,456597,L753_MERG00259_0101_SUPERCONTIG,L753_MERG00272_0101_SUPERCONTIG
0,0,Hetreulophus,Pteromalidae,Colotrechninae,0,Zeala,Pteromalidae,Colotrechninae,I23226,I27457,0,3,0.856,3.92,-3.064,0.218,2,5,1,7,7,9,,G,1,1,0,0,0,1,1,0,0,1,L753,L753,95.60,273,889,788,12,0,349,621,295,567,2.00E-124,457490,458386,L753_MERG00267_0101_SUPERCONTIG,L753_MERG00269_0101_SUPERCONTIG
0,0,Neapterolelaps,Pteromalidae,Cleonyminae,0,Lanthanomyia,Pteromalidae,Coelocybinae,I24023,I24040,2,4,3.59,0.464,3.126,0.129,3,3,5,1,6,6,11.045,G,1,1,0,1,1,0,0,0,0,1,L753,L753,97.36,265,755,784,7,0,293,557,298,562,2.00E-128,456597,457618,L753_MERG00272_0101_SUPERCONTIG,L753_MERG00259_0101_SUPERCONTIG
0,0,Josephiella,Pteromalidae,Epichrysomallinae,0,Odontofroggatia,Pteromalidae,Epichrysomallinae,I24037,I23216,0,3,5.58,1.1,4.48,0.197,3,2,6,3,0,9,,G,1,1,0,0,0,1,1,0,0,1,L753,L753,96.62,266,699,1007,9,0,261,526,383,648,1.00E-125,457569,457880,L753_MERG00277_0101_SUPERCONTIG,L753_MERG00279_0101_SUPERCONTIG
0,0,Odontofroggatia,Pteromalidae,Epichrysomallinae,0,Josephiella,Pteromalidae,Epichrysomallinae,I23216,I24037,0,3,1.1,5.58,-4.48,0.197,2,3,0,9,6,3,,G,1,1,0,0,0,1,1,0,0,1,L753,L753,96.62,266,1007,699,9,0,383,648,261,526,2.00E-125,457880,457569,L753_MERG00279_0101_SUPERCONTIG,L753_MERG00277_0101_SUPERCONTIG
