contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Aeschylia,Brachyscelidiphaga,L755_MERG00310_0101_SUPERCONTIG,I26443,L755_MERG00314_0101_SUPERCONTIG,I27454,99.44,714,3,1,232,944,1121,1,714,714,0.0,99.286
,Brachyscelidiphaga,Aeschylia,L755_MERG00314_0101_SUPERCONTIG,I27454,L755_MERG00310_0101_SUPERCONTIG,I26443,99.44,714,3,1,1,714,714,232,944,1121,0.0,99.286
,Zavoya,Notanisus,L756_MERG00073_0101_SUPERCONTIG,I27422,L756_MERG00251_0101_SUPERCONTIG,I29011,98.21,56,1,0,421,476,479,432,487,607,2.00E-22,99.944
,Chrysocharis,Entedon,L756_MERG00112_0101_SUPERCONTIG,I23227,L756_MERG00115_0101_SUPERCONTIG,I23228,96.75,154,5,0,537,690,773,540,693,745,4.00E-70,99.846
,Entedon,Chrysocharis,L756_MERG00115_0101_SUPERCONTIG,I23228,L756_MERG00112_0101_SUPERCONTIG,I23227,96.75,154,5,0,540,693,745,537,690,773,4.00E-70,99.846
,Bootanelleus,Megastigmus,L756_MERG00179_0101_SUPERCONTIG,I26432,L756_MERG00185_0101_SUPERCONTIG,I23231,95.61,114,5,0,306,419,1294,323,436,1340,1.00E-47,99.886
,Bootanomyia,Megastigmus,L756_MERG00181_0101_SUPERCONTIG,I26440,L756_MERG00185_0101_SUPERCONTIG,I23231,100.00,51,0,0,1048,1098,1098,1021,1071,1340,5.00E-21,99.949
,Megastigmus,Bootanelleus,L756_MERG00185_0101_SUPERCONTIG,I23231,L756_MERG00179_0101_SUPERCONTIG,I26432,95.61,114,5,0,323,436,1340,306,419,1294,1.00E-47,99.886
,Monacon,Steffanolampus,L756_MERG00217_0101_SUPERCONTIG,I12629,L756_MERG00221_0101_SUPERCONTIG,I16359,96.15,130,5,0,1,130,230,30,159,268,3.00E-57,99.87
,Aeschylia,Brachyscelidiphaga,L756_MERG00310_0101_SUPERCONTIG,I26443,L756_MERG00314_0101_SUPERCONTIG,I27454,99.40,671,4,0,450,1120,1278,1,671,713,0.0,99.329
,Brachyscelidiphaga,Aeschylia,L756_MERG00314_0101_SUPERCONTIG,I27454,L756_MERG00310_0101_SUPERCONTIG,I26443,99.40,671,4,0,1,671,713,450,1120,1278,0.0,99.329
,Erythmelus,Palachia,L757_MERG00197_0101_SUPERCONTIG,I26457,L757_MERG00380_0101_SUPERCONTIG,I26445,95.36,151,7,0,76,226,306,652,802,1398,6.00E-66,99.849
,Aeschylia,Brachyscelidiphaga,L757_MERG00310_0101_SUPERCONTIG,I26443,L757_MERG00314_0101_SUPERCONTIG,I27454,96.95,722,2,1,78,779,923,1,722,722,0.0,99.278
,Brachyscelidiphaga,Aeschylia,L757_MERG00314_0101_SUPERCONTIG,I27454,L757_MERG00310_0101_SUPERCONTIG,I26443,96.95,722,2,1,1,722,722,78,779,923,0.0,99.278
,Tanaostigma,Tanaostigmodes,L758_MERG00362_0101_SUPERCONTIG,I8171,L758_MERG00363_0101_SUPERCONTIG,I23223,100.00,1018,0,0,1,1018,1018,195,1212,1245,0.0,98.982
,Tanaostigmodes,Tanaostigma,L758_MERG00363_0101_SUPERCONTIG,I23223,L758_MERG00362_0101_SUPERCONTIG,I8171,100.00,1018,0,0,195,1212,1245,1,1018,1018,0.0,98.982
,Colocharis,Kapala,L759_MERG00097_0101_SUPERCONTIG,I12647,L759_MERG00099_0101_SUPERCONTIG,I12623,96.86,509,14,1,600,1106,1106,1002,1510,1717,0.0,99.491
,Kapala,Colocharis,L759_MERG00099_0101_SUPERCONTIG,I12623,L759_MERG00097_0101_SUPERCONTIG,I12647,96.86,509,14,1,1002,1510,1717,600,1106,1106,0.0,99.491
,Tetramesa,Aiolomorphus,L759_MERG00169_0101_SUPERCONTIG,I21916,L759_MERG00161_0101_SUPERCONTIG,I21923,95.01,681,28,4,1,677,776,139,817,817,0.0,99.319
,Aeschylia,Brachyscelidiphaga,L759_MERG00310_0101_SUPERCONTIG,I26443,L759_MERG00314_0101_SUPERCONTIG,I27454,99.61,763,3,0,152,914,1009,1,763,763,0.0,99.237
,Brachyscelidiphaga,Aeschylia,L759_MERG00314_0101_SUPERCONTIG,I27454,L759_MERG00310_0101_SUPERCONTIG,I26443,99.61,763,3,0,1,763,763,152,914,1009,0.0,99.237
,Ooencyrtus,Psilochalcis,L75_MERG00083_0101_SUPERCONTIG,I23984,L75_MERG00070_0101_SUPERCONTIG,I23982,100.00,344,0,0,1,344,344,435,778,1110,0.0,99.656
,Eurytoma,Masneroma,L75_MERG00165_0101_SUPERCONTIG,I8160,L75_MERG00166_0101_SUPERCONTIG,I24015,96.93,685,21,0,1,685,789,553,1237,1237,0.0,99.315
,Aeschylia,Brachyscelidiphaga,L75_MERG00310_0101_SUPERCONTIG,I26443,L75_MERG00314_0101_SUPERCONTIG,I27454,99.79,967,2,0,3,969,1094,1,967,967,0.0,99.033
,Brachyscelidiphaga,Aeschylia,L75_MERG00314_0101_SUPERCONTIG,I27454,L75_MERG00310_0101_SUPERCONTIG,I26443,99.79,967,2,0,1,967,967,3,969,1094,0.0,99.033
,Centrodora,Mesopeltita,L760_MERG00016_0101_SUPERCONTIG,I26390,L760_MERG00286_0101_SUPERCONTIG,I26387,100.00,395,0,0,1,395,395,361,755,1284,0.0,99.605
,Colocharis,Kapala,L760_MERG00097_0101_SUPERCONTIG,I12647,L760_MERG00099_0101_SUPERCONTIG,I12623,95.83,696,22,4,14,704,704,1,694,1319,0.0,99.304
,Hetreulophus,Omphalodipara,L760_MERG00267_0101_SUPERCONTIG,I23226,L760_MERG00268_0101_SUPERCONTIG,I28973,96.63,683,23,0,261,943,1008,284,966,966,0.0,99.317
,Omphalodipara,Hetreulophus,L760_MERG00268_0101_SUPERCONTIG,I28973,L760_MERG00267_0101_SUPERCONTIG,I23226,96.63,683,23,0,284,966,966,261,943,1008,0.0,99.317
,Zeala,Omphalodipara,L760_MERG00269_0101_SUPERCONTIG,I27457,L760_MERG00268_0101_SUPERCONTIG,I28973,98.27,579,10,0,141,719,719,285,863,966,0.0,99.421
,Mesopeltita,Centrodora,L760_MERG00286_0101_SUPERCONTIG,I26387,L760_MERG00016_0101_SUPERCONTIG,I26390,100.00,395,0,0,361,755,1284,1,395,395,0.0,99.605
,Aeschylia,Brachyscelidiphaga,L760_MERG00310_0101_SUPERCONTIG,I26443,L760_MERG00314_0101_SUPERCONTIG,I27454,99.31,727,3,1,268,994,1311,1,725,725,0.0,99.273
,Brachyscelidiphaga,Aeschylia,L760_MERG00314_0101_SUPERCONTIG,I27454,L760_MERG00310_0101_SUPERCONTIG,I26443,99.31,727,3,1,1,725,725,268,994,1311,0.0,99.273
,Habritys,Homoporus,L760_MERG00334_0101_SUPERCONTIG,I21959,L760_MERG00336_0101_SUPERCONTIG,I21919,95.13,349,13,3,370,716,1071,375,721,1047,3.00E-157,99.651
,Australeunotus,Moranila,L761_MERG00282_0101_SUPERCONTIG,I27396,L761_MERG00287_0101_SUPERCONTIG,I27443,97.59,83,2,0,726,808,808,627,709,785,1.00E-35,99.917
,Coruna,Pteromalus,L761_MERG00345_0101_SUPERCONTIG,I21952,L761_MERG00342_0101_SUPERCONTIG,I23232,95.71,70,3,0,941,1010,1010,891,960,1249,1.00E-26,99.93
,Tanaostigma,Tanaostigmodes,L761_MERG00362_0101_SUPERCONTIG,I8171,L761_MERG00363_0101_SUPERCONTIG,I23223,99.89,926,1,0,1,926,1034,30,955,955,0.0,99.074
,Tanaostigmodes,Tanaostigma,L761_MERG00363_0101_SUPERCONTIG,I23223,L761_MERG00362_0101_SUPERCONTIG,I8171,99.89,926,1,0,30,955,955,1,926,1034,0.0,99.074
,Archaeoteleia,nr Bofuria,L761_MERG00419_0101_SUPERCONTIG,I24043,L761_MERG00264_0101_SUPERCONTIG,I24041,100.00,284,0,0,1,284,284,199,482,799,4.00E-151,99.716
,Cales,Torymus,L762_MERG00026_0101_SUPERCONTIG,I29009,L762_MERG00388_0101_SUPERCONTIG,I28964,96.17,392,15,0,1,392,392,419,810,845,0.0,99.608
,Colocharis,Kapala,L762_MERG00097_0101_SUPERCONTIG,I12647,L762_MERG00099_0101_SUPERCONTIG,I12623,95.93,1204,46,1,79,1282,1282,7,1207,1330,0.0,98.796
,Kapala,Colocharis,L762_MERG00099_0101_SUPERCONTIG,I12623,L762_MERG00097_0101_SUPERCONTIG,I12647,95.93,1204,46,1,7,1207,1330,79,1282,1282,0.0,98.796
,Burksilampus,Steffanolampus,L762_MERG00214_0101_SUPERCONTIG,I16362,L762_MERG00221_0101_SUPERCONTIG,I16359,95.57,1129,48,2,92,1219,1267,1,1128,1128,0.0,98.871
,Perilampus,Steffanolampus,L762_MERG00220_0101_SUPERCONTIG,I12630,L762_MERG00221_0101_SUPERCONTIG,I16359,95.01,1143,42,7,110,1252,1258,1,1128,1128,0.0,98.857
,Steffanolampus,Burksilampus,L762_MERG00221_0101_SUPERCONTIG,I16359,L762_MERG00214_0101_SUPERCONTIG,I16362,95.57,1129,48,2,1,1128,1128,92,1219,1267,0.0,98.871
,Aeschylia,Brachyscelidiphaga,L762_MERG00310_0101_SUPERCONTIG,I26443,L762_MERG00314_0101_SUPERCONTIG,I27454,99.75,805,2,0,176,980,1193,1,805,805,0.0,99.195
,Brachyscelidiphaga,Aeschylia,L762_MERG00314_0101_SUPERCONTIG,I27454,L762_MERG00310_0101_SUPERCONTIG,I26443,99.75,805,2,0,1,805,805,176,980,1193,0.0,99.195
,Genus indet,Myiocnema,L762_MERG00391_0101_SUPERCONTIG,I29021,L762_MERG00094_0101_SUPERCONTIG,I29029,99.74,382,1,0,1,382,382,663,1044,1235,0.0,99.618
,Savzdargia,Enoggera,L763_MERG00085_0101_SUPERCONTIG,I27444,L763_MERG00228_0101_SUPERCONTIG,I23211,95.76,236,10,0,2,237,670,30,265,961,2.00E-107,99.764
,Aiolomorphus,Systole,L763_MERG00161_0101_SUPERCONTIG,I21923,L763_MERG00168_0101_SUPERCONTIG,I21924,95.14,905,41,3,1,903,903,40,943,1029,0.0,99.095
,Systole,Aiolomorphus,L763_MERG00168_0101_SUPERCONTIG,I21924,L763_MERG00161_0101_SUPERCONTIG,I21923,95.14,905,41,3,40,943,1029,1,903,903,0.0,99.095
,Bootanomyia,Megastigmus,L763_MERG00181_0101_SUPERCONTIG,I26440,L763_MERG00185_0101_SUPERCONTIG,I23231,96.03,126,4,1,1148,1272,1284,1121,1246,1283,1.00E-53,99.874
,Megastigmus,Bootanomyia,L763_MERG00185_0101_SUPERCONTIG,I23231,L763_MERG00181_0101_SUPERCONTIG,I26440,96.03,126,4,1,1121,1246,1283,1148,1272,1284,1.00E-53,99.874
,Burksilampus,Steffanolampus,L763_MERG00214_0101_SUPERCONTIG,I16362,L763_MERG00221_0101_SUPERCONTIG,I16359,97.30,333,9,0,1,333,381,448,780,780,3.00E-163,99.667
,Perilampus,Steffanolampus,L763_MERG00220_0101_SUPERCONTIG,I12630,L763_MERG00221_0101_SUPERCONTIG,I16359,96.53,779,25,1,34,812,889,4,780,780,0.0,99.221
,Steffanolampus,Perilampus,L763_MERG00221_0101_SUPERCONTIG,I16359,L763_MERG00220_0101_SUPERCONTIG,I12630,96.53,779,25,1,4,780,780,34,812,889,0.0,99.221
,Mesopeltita,Palmon,L763_MERG00286_0101_SUPERCONTIG,I26387,L763_MERG00381_0101_SUPERCONTIG,I26389,99.72,361,1,0,115,475,613,1,361,361,0.0,99.639
,Aeschylia,Brachyscelidiphaga,L763_MERG00310_0101_SUPERCONTIG,I26443,L763_MERG00314_0101_SUPERCONTIG,I27454,99.64,822,3,0,138,959,1286,1,822,822,0.0,99.178
,Brachyscelidiphaga,Aeschylia,L763_MERG00314_0101_SUPERCONTIG,I27454,L763_MERG00310_0101_SUPERCONTIG,I26443,99.64,822,3,0,1,822,822,138,959,1286,0.0,99.178
,Palmon,Mesopeltita,L763_MERG00381_0101_SUPERCONTIG,I26389,L763_MERG00286_0101_SUPERCONTIG,I26387,99.72,361,1,0,1,361,361,115,475,613,0.0,99.639
,Diaspiniphagus,Adontomerus,L764_MERG00035_0101_SUPERCONTIG,I29026,L764_MERG00375_0101_SUPERCONTIG,I29034,100.00,480,0,0,1,480,480,535,1014,1364,0.0,99.52
,Agamerion,Parepistenia,L764_MERG00240_0101_SUPERCONTIG,I26466,L764_MERG00253_0101_SUPERCONTIG,I27418,95.52,201,7,2,1,199,1098,51,251,890,9.00E-89,99.799
,Aeschylia,Brachyscelidiphaga,L764_MERG00310_0101_SUPERCONTIG,I26443,L764_MERG00314_0101_SUPERCONTIG,I27454,99.74,768,2,0,241,1008,1046,1,768,768,0.0,99.232
,Brachyscelidiphaga,Aeschylia,L764_MERG00314_0101_SUPERCONTIG,I27454,L764_MERG00310_0101_SUPERCONTIG,I26443,99.74,768,2,0,1,768,768,241,1008,1046,0.0,99.232
,Sirovena,Polistomorpha,L764_MERG00329_0101_SUPERCONTIG,I29047,L764_MERG00178_0101_SUPERCONTIG,I29055,100.00,282,0,0,1,282,282,459,740,1285,5.00E-150,99.718
,Odopoia,Torymus,L764_MERG00384_0101_SUPERCONTIG,I28991,L764_MERG00388_0101_SUPERCONTIG,I28964,97.92,289,5,1,7,294,298,248,536,754,3.00E-143,99.711
,Colocharis,Kapala,L765_MERG00097_0101_SUPERCONTIG,I12647,L765_MERG00099_0101_SUPERCONTIG,I12623,100.00,50,0,0,837,886,886,422,373,799,7.00E-21,99.95
,Kapala,Colocharis,L765_MERG00099_0101_SUPERCONTIG,I12623,L765_MERG00097_0101_SUPERCONTIG,I12647,100.00,50,0,0,373,422,799,886,837,886,6.00E-21,99.95
,Diaziella,Pseudometagea,L765_MERG00349_0101_SUPERCONTIG,I21641,L765_MERG00101_0101_SUPERCONTIG,I21631,100.00,433,0,0,1,433,433,52,484,891,0.0,99.567
,Bortesia,Bootanomyia,L766_MERG00182_0101_SUPERCONTIG,I26456,L766_MERG00181_0101_SUPERCONTIG,I26440,100.00,320,0,0,1,320,320,371,690,928,2.00E-171,99.68
,Mayridia,Eusemion,L767_MERG00081_0101_SUPERCONTIG,I23988,L767_MERG00079_0101_SUPERCONTIG,I23983,95.24,63,1,2,455,515,517,575,637,1151,2.00E-22,99.937
,Bellerus,Euderus,L767_MERG00118_0101_SUPERCONTIG,I23998,L767_MERG00119_0101_SUPERCONTIG,I21928,95.92,98,4,0,1,98,575,316,413,555,1.00E-40,99.902
,Euderus,Bellerus,L767_MERG00119_0101_SUPERCONTIG,I21928,L767_MERG00118_0101_SUPERCONTIG,I23998,95.92,98,4,0,316,413,555,1,98,575,9.00E-41,99.902
,Aiolomorphus,Systole,L767_MERG00161_0101_SUPERCONTIG,I21923,L767_MERG00168_0101_SUPERCONTIG,I21924,96.10,77,3,0,1,77,818,439,515,937,1.00E-30,99.923
,Tetramesa,Aiolomorphus,L767_MERG00169_0101_SUPERCONTIG,I21916,L767_MERG00161_0101_SUPERCONTIG,I21923,97.35,264,6,1,1,263,294,257,520,818,9.00E-128,99.736
,Tetramesa,Aiolomorphus,L767_MERG00169_0101_SUPERCONTIG,I21916,L767_MERG00161_0101_SUPERCONTIG,I21923,97.40,77,2,0,65,141,294,1,77,818,1.00E-32,99.923
,Ischiodasys,Australomymar,L767_MERG00200_0101_SUPERCONTIG,I26386,L767_MERG00192_0101_SUPERCONTIG,I26409,97.59,83,2,0,6,88,768,262,344,953,1.00E-35,99.917
,Asaphes,Aiolomorphus,L767_MERG00226_0101_SUPERCONTIG,I21689,L767_MERG00161_0101_SUPERCONTIG,I21923,95.83,72,2,1,525,595,1230,6,77,818,5.00E-27,99.928
,Aeschylia,Brachyscelidiphaga,L767_MERG00310_0101_SUPERCONTIG,I26443,L767_MERG00314_0101_SUPERCONTIG,I27454,99.50,801,4,0,62,862,1112,1,801,801,0.0,99.199
,Brachyscelidiphaga,Aeschylia,L767_MERG00314_0101_SUPERCONTIG,I27454,L767_MERG00310_0101_SUPERCONTIG,I26443,99.50,801,4,0,1,801,801,62,862,1112,0.0,99.199
,Tanaostigma,Tanaostigmodes,L767_MERG00362_0101_SUPERCONTIG,I8171,L767_MERG00363_0101_SUPERCONTIG,I23223,100.00,537,0,0,4,540,540,1,537,580,0.0,99.463
,Tanaostigmodes,Tanaostigma,L767_MERG00363_0101_SUPERCONTIG,I23223,L767_MERG00362_0101_SUPERCONTIG,I8171,100.00,537,0,0,1,537,580,4,540,540,0.0,99.463
,Torymoides,Platykula,L767_MERG00386_0101_SUPERCONTIG,I26413,L767_MERG00390_0101_SUPERCONTIG,I26397,97.14,70,0,2,691,759,860,775,843,843,9.00E-28,99.93
,Ceratogramma,Omphalodipara,L767_MERG00403_0101_SUPERCONTIG,I27379,L767_MERG00268_0101_SUPERCONTIG,I28973,95.59,68,1,2,519,585,586,866,932,968,4.00E-25,99.932
,Pseudidarnes,Idarnes,L768_MERG00010_0101_SUPERCONTIG,I29052,L768_MERG00009_0101_SUPERCONTIG,I23252,96.18,524,16,2,397,919,919,283,803,907,0.0,99.476
,Sycophaga,Idarnes,L768_MERG00011_0101_SUPERCONTIG,I23963,L768_MERG00009_0101_SUPERCONTIG,I23252,96.19,525,11,7,289,810,810,288,806,907,0.0,99.475
,Psilochalcis,Lasiochalcidia,L768_MERG00070_0101_SUPERCONTIG,I23982,L768_MERG00071_0101_SUPERCONTIG,I23980,97.29,480,8,3,287,761,804,276,755,755,0.0,99.52
,Lasiochalcidia,Psilochalcis,L768_MERG00071_0101_SUPERCONTIG,I23980,L768_MERG00070_0101_SUPERCONTIG,I23982,97.29,480,8,3,276,755,755,287,761,804,0.0,99.52
,Zavoya,Nepistenia,L768_MERG00073_0101_SUPERCONTIG,I27422,L768_MERG00250_0101_SUPERCONTIG,I27452,97.70,304,7,0,299,602,648,314,617,834,4.00E-150,99.696
,Euryischia,Euryischomyia,L768_MERG00092_0101_SUPERCONTIG,I23222,L768_MERG00093_0101_SUPERCONTIG,I21638,96.61,708,20,2,488,1195,1199,426,1129,1224,0.0,99.292
,Euryischomyia,Myiocnema,L768_MERG00093_0101_SUPERCONTIG,I21638,L768_MERG00094_0101_SUPERCONTIG,I29029,97.90,808,11,5,421,1224,1224,482,1287,1333,0.0,99.192
,Myiocnema,Euryischomyia,L768_MERG00094_0101_SUPERCONTIG,I29029,L768_MERG00093_0101_SUPERCONTIG,I21638,97.90,808,11,5,482,1287,1333,421,1224,1224,0.0,99.192
,Colocharis,Kapala,L768_MERG00097_0101_SUPERCONTIG,I12647,L768_MERG00099_0101_SUPERCONTIG,I12623,95.63,1259,42,11,53,1307,1320,1,1250,1251,0.0,98.741
,Kapala,Colocharis,L768_MERG00099_0101_SUPERCONTIG,I12623,L768_MERG00097_0101_SUPERCONTIG,I12647,95.63,1259,42,10,1,1250,1251,53,1307,1320,0.0,98.741
,Pseudometagea,Colocharis,L768_MERG00101_0101_SUPERCONTIG,I21631,L768_MERG00097_0101_SUPERCONTIG,I12647,95.46,705,26,6,400,1101,1107,505,1206,1320,0.0,99.295
,Psilocharis,Kapala,L768_MERG00102_0101_SUPERCONTIG,I12648,L768_MERG00099_0101_SUPERCONTIG,I12623,95.83,576,13,7,400,975,1040,477,1041,1251,0.0,99.424
,Schizaspidia,Pseudometagea,L768_MERG00103_0101_SUPERCONTIG,I16352,L768_MERG00101_0101_SUPERCONTIG,I21631,96.86,605,18,1,396,1000,1012,400,1003,1107,0.0,99.395
,Australosema,Orasema,L768_MERG00106_0101_SUPERCONTIG,I12626,L768_MERG00108_0101_SUPERCONTIG,I21723,97.49,597,12,2,343,937,937,583,1178,1347,0.0,99.403
,Orasema,Australosema,L768_MERG00108_0101_SUPERCONTIG,I21723,L768_MERG00106_0101_SUPERCONTIG,I12626,97.49,597,12,2,583,1178,1347,343,937,937,0.0,99.403
,Calosota,Heydenia,L768_MERG00140_0101_SUPERCONTIG,I24010,L768_MERG00249_0101_SUPERCONTIG,I23250,98.76,482,1,2,295,776,776,557,1033,1277,0.0,99.518
,Paraeusandalum,Heydenia,L768_MERG00143_0101_SUPERCONTIG,I24007,L768_MERG00249_0101_SUPERCONTIG,I23250,98.43,509,4,3,270,777,777,557,1062,1277,0.0,99.491
,Pentacladia,Ditropinotella,L768_MERG00144_0101_SUPERCONTIG,I24005,L768_MERG00275_0101_SUPERCONTIG,I21947,95.79,523,8,7,268,789,789,276,785,822,0.0,99.477
,Zaischnopsis,Pentacladia,L768_MERG00152_0101_SUPERCONTIG,I24011,L768_MERG00144_0101_SUPERCONTIG,I24005,95.03,523,18,7,280,795,796,268,789,789,0.0,99.477
,Aiolomorphus,Systole,L768_MERG00161_0101_SUPERCONTIG,I21923,L768_MERG00168_0101_SUPERCONTIG,I21924,97.70,261,3,2,641,899,899,672,931,1025,1.00E-126,99.739
,Tetramesa,Systole,L768_MERG00169_0101_SUPERCONTIG,I21916,L768_MERG00168_0101_SUPERCONTIG,I21924,97.55,612,11,4,10,620,620,391,999,1025,0.0,99.388
,Bortesia,Bootanelleus,L768_MERG00182_0101_SUPERCONTIG,I26456,L768_MERG00179_0101_SUPERCONTIG,I26432,98.36,550,7,2,73,620,620,526,1075,1339,0.0,99.45
,Neomegastigmus,Bootanomyia,L768_MERG00186_0101_SUPERCONTIG,I26464,L768_MERG00181_0101_SUPERCONTIG,I26440,95.46,815,27,9,235,1048,1049,284,1089,1142,0.0,99.185
,Parastethynium,Stethynium,L768_MERG00204_0101_SUPERCONTIG,I28971,L768_MERG00207_0101_SUPERCONTIG,I21938,95.39,412,14,3,49,456,458,406,816,912,0.0,99.588
,Ormyrulus,Nepistenia,L768_MERG00208_0101_SUPERCONTIG,I29016,L768_MERG00250_0101_SUPERCONTIG,I27452,98.02,404,6,2,200,601,601,315,718,834,0.0,99.596
,Perilampus,Steffanolampus,L768_MERG00220_0101_SUPERCONTIG,I12630,L768_MERG00221_0101_SUPERCONTIG,I16359,95.76,1296,34,10,53,1336,1339,1,1287,1287,0.0,98.704
,Steffanolampus,Perilampus,L768_MERG00221_0101_SUPERCONTIG,I16359,L768_MERG00220_0101_SUPERCONTIG,I12630,95.76,1296,34,10,1,1287,1287,53,1336,1339,0.0,98.704
,Enoggera,Yrka,L768_MERG00228_0101_SUPERCONTIG,I23211,L768_MERG00262_0101_SUPERCONTIG,I24045,97.58,207,5,0,525,731,1251,186,392,605,3.00E-99,99.793
,Spalangiopelta,Neapterolelaps,L768_MERG00234_0101_SUPERCONTIG,I24055,L768_MERG00272_0101_SUPERCONTIG,I24023,96.63,504,12,4,127,628,628,268,768,772,0.0,99.496
,Chromeurytoma,Nepistenia,L768_MERG00239_0101_SUPERCONTIG,I24030,L768_MERG00250_0101_SUPERCONTIG,I27452,96.28,511,16,2,278,786,786,303,812,834,0.0,99.489
,Cleonymus,Nepistenia,L768_MERG00245_0101_SUPERCONTIG,I24027,L768_MERG00250_0101_SUPERCONTIG,I27452,96.89,483,9,4,280,759,759,308,787,834,0.0,99.517
,Epistenia,Proshizonotus,L768_MERG00246_0101_SUPERCONTIG,I23214,L768_MERG00254_0101_SUPERCONTIG,I23215,96.13,775,26,4,442,1212,1212,462,1236,1294,0.0,99.225
,Heydenia,Grooca,L768_MERG00249_0101_SUPERCONTIG,I23250,L768_MERG00247_0101_SUPERCONTIG,I29048,95.16,744,32,4,537,1277,1277,428,1170,1201,0.0,99.256
,Nepistenia,Proshizonotus,L768_MERG00250_0101_SUPERCONTIG,I27452,L768_MERG00254_0101_SUPERCONTIG,I23215,97.04,574,9,7,265,834,834,440,1009,1294,0.0,99.426
,Parepistenia,Nepistenia,L768_MERG00253_0101_SUPERCONTIG,I27418,L768_MERG00250_0101_SUPERCONTIG,I27452,95.49,577,17,8,252,825,825,246,816,834,0.0,99.423
,Proshizonotus,Epistenia,L768_MERG00254_0101_SUPERCONTIG,I23215,L768_MERG00246_0101_SUPERCONTIG,I23214,96.13,775,26,4,462,1236,1294,442,1212,1212,0.0,99.225
,Zolotarewskya,Callocleonymus,L768_MERG00256_0101_SUPERCONTIG,I27427,L768_MERG00242_0101_SUPERCONTIG,I29032,95.72,467,15,2,286,748,748,397,862,1075,0.0,99.533
,Colotrechnus,Cameronella,L768_MERG00266_0101_SUPERCONTIG,I21681,L768_MERG00265_0101_SUPERCONTIG,I29057,97.77,224,5,0,327,550,1609,1,224,861,1.00E-108,99.776
,Hetreulophus,Omphalodipara,L768_MERG00267_0101_SUPERCONTIG,I23226,L768_MERG00268_0101_SUPERCONTIG,I28973,95.40,695,24,3,268,954,954,1,695,867,0.0,99.305
,Neapterolelaps,Paraeusandalum,L768_MERG00272_0101_SUPERCONTIG,I24023,L768_MERG00143_0101_SUPERCONTIG,I24007,96.05,531,15,5,246,772,772,237,765,777,0.0,99.469
,Ditropinotella,Solenura,L768_MERG00275_0101_SUPERCONTIG,I21947,L768_MERG00255_0101_SUPERCONTIG,I27397,95.49,577,16,8,234,806,822,243,813,825,0.0,99.423
,Australeunotus,Moranila,L768_MERG00282_0101_SUPERCONTIG,I27396,L768_MERG00287_0101_SUPERCONTIG,I27443,98.18,550,5,5,266,813,813,288,834,834,0.0,99.45
,Cephaleta,Scutellista,L768_MERG00283_0101_SUPERCONTIG,I27407,L768_MERG00290_0101_SUPERCONTIG,I26395,95.45,549,18,4,263,810,810,452,994,1203,0.0,99.451
,Moranila,Australeunotus,L768_MERG00287_0101_SUPERCONTIG,I27443,L768_MERG00282_0101_SUPERCONTIG,I27396,98.18,550,5,5,288,834,834,266,813,813,0.0,99.45
,Keirana,Neapterolelaps,L768_MERG00299_0101_SUPERCONTIG,I27453,L768_MERG00272_0101_SUPERCONTIG,I24023,97.58,454,7,2,301,750,750,268,721,772,0.0,99.546
,Leptofoenus,Proshizonotus,L768_MERG00300_0101_SUPERCONTIG,I24031,L768_MERG00254_0101_SUPERCONTIG,I23215,95.86,531,18,3,275,804,804,492,1019,1294,0.0,99.469
,Callimomoides,Calosota,L768_MERG00301_0101_SUPERCONTIG,I27460,L768_MERG00140_0101_SUPERCONTIG,I24010,95.05,485,21,3,280,762,765,293,776,776,0.0,99.515
,Nodisoplata,Cyrtogaster,L768_MERG00306_0101_SUPERCONTIG,I21956,L768_MERG00344_0101_SUPERCONTIG,I21918,96.32,625,12,6,392,1010,1010,489,1108,1284,0.0,99.375
,Aeschylia,Brachyscelidiphaga,L768_MERG00310_0101_SUPERCONTIG,I26443,L768_MERG00314_0101_SUPERCONTIG,I27454,99.38,813,5,0,62,874,1027,1,813,813,0.0,99.187
,Brachyscelidiphaga,Aeschylia,L768_MERG00314_0101_SUPERCONTIG,I27454,L768_MERG00310_0101_SUPERCONTIG,I26443,99.38,813,5,0,1,813,813,62,874,1027,0.0,99.187
,Halticoptera,Nodisoplata,L768_MERG00335_0101_SUPERCONTIG,I21913,L768_MERG00306_0101_SUPERCONTIG,I21956,96.95,525,8,6,219,740,740,394,913,1010,0.0,99.475
,Ogloblinisca,Plutothrix,L768_MERG00338_0101_SUPERCONTIG,I8168,L768_MERG00341_0101_SUPERCONTIG,I21925,96.92,487,8,5,407,892,892,416,896,1188,0.0,99.513
,Storeya,Nepistenia,L768_MERG00348_0101_SUPERCONTIG,I27429,L768_MERG00250_0101_SUPERCONTIG,I27452,95.48,487,20,2,284,770,770,311,795,834,0.0,99.513
,Protanaostigma,Tanaostigmodes,L768_MERG00361_0101_SUPERCONTIG,I23220,L768_MERG00363_0101_SUPERCONTIG,I23223,95.61,638,20,5,365,996,996,444,1079,1122,0.0,99.362
,Tanaostigmodes,Protanaostigma,L768_MERG00363_0101_SUPERCONTIG,I23223,L768_MERG00361_0101_SUPERCONTIG,I23220,95.61,638,20,5,444,1079,1122,365,996,996,0.0,99.362
