contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Leiosema,Australosema,L748_MERG00107_0101_SUPERCONTIG,I16357,L748_MERG00106_0101_SUPERCONTIG,I12626,99.28,276,2,0,1,276,276,1,276,276,1.00E-143,99.724
,Aiolomorphus,Systole,L748_MERG00161_0101_SUPERCONTIG,I21923,L748_MERG00168_0101_SUPERCONTIG,I21924,99.28,276,2,0,1,276,276,1,276,276,1.00E-143,99.724
,Systole,Aiolomorphus,L748_MERG00168_0101_SUPERCONTIG,I21924,L748_MERG00161_0101_SUPERCONTIG,I21923,99.28,276,2,0,1,276,276,1,276,276,1.00E-143,99.724
,Aeschylia,Brachyscelidiphaga,L748_MERG00310_0101_SUPERCONTIG,I26443,L748_MERG00314_0101_SUPERCONTIG,I27454,100.00,276,0,0,1,276,276,1,276,276,4.00E-147,99.724
,Brachyscelidiphaga,Aeschylia,L748_MERG00314_0101_SUPERCONTIG,I27454,L748_MERG00310_0101_SUPERCONTIG,I26443,100.00,276,0,0,1,276,276,1,276,276,4.00E-147,99.724
,Tanaostigma,Tanaostigmodes,L748_MERG00362_0101_SUPERCONTIG,I8171,L748_MERG00363_0101_SUPERCONTIG,I23223,100.00,276,0,0,1,276,276,1,276,276,4.00E-147,99.724
,Tanaostigmodes,Tanaostigma,L748_MERG00363_0101_SUPERCONTIG,I23223,L748_MERG00362_0101_SUPERCONTIG,I8171,100.00,276,0,0,1,276,276,1,276,276,4.00E-147,99.724
,Nasonia,Trichomalopsis,L749_MERG00337_0101,I5103,L749_MERG00343_0101,I5110,99.03,309,3,0,4,312,318,4,312,318,3.00E-160,99.691
,Trichomalopsis,Nasonia,L749_MERG00343_0101,I5110,L749_MERG00337_0101,I5103,99.03,309,3,0,4,312,318,4,312,318,3.00E-160,99.691
,Elachertus,Cephaleta,L749_MERG00124_0101_SUPERCONTIG,I27399,L749_MERG00283_0101_SUPERCONTIG,I27407,100.00,276,0,0,1,276,318,1,276,276,6.00E-147,99.724
,Cephaleta,Elachertus,L749_MERG00283_0101_SUPERCONTIG,I27407,L749_MERG00124_0101_SUPERCONTIG,I27399,100.00,276,0,0,1,276,276,1,276,318,5.00E-147,99.724
,Aeschylia,Brachyscelidiphaga,L749_MERG00310_0101_SUPERCONTIG,I26443,L749_MERG00314_0101_SUPERCONTIG,I27454,100.00,318,0,0,1,318,318,1,318,318,3.00E-170,99.682
,Brachyscelidiphaga,Aeschylia,L749_MERG00314_0101_SUPERCONTIG,I27454,L749_MERG00310_0101_SUPERCONTIG,I26443,100.00,318,0,0,1,318,318,1,318,318,3.00E-170,99.682
,Tanaostigma,Tanaostigmodes,L749_MERG00362_0101_SUPERCONTIG,I8171,L749_MERG00363_0101_SUPERCONTIG,I23223,100.00,318,0,0,1,318,318,1,318,318,3.00E-170,99.682
,Tanaostigmodes,Tanaostigma,L749_MERG00363_0101_SUPERCONTIG,I23223,L749_MERG00362_0101_SUPERCONTIG,I8171,100.00,318,0,0,1,318,318,1,318,318,3.00E-170,99.682
,Tanaostigmodes,Tanaostigma,L74_MERG00364_0101,I5042,L74_MERG00362_0101_SUPERCONTIG,I8171,100.00,282,0,0,4,285,291,4,285,291,2.00E-150,99.718
,Pseudometagea,Diaziella,L74_MERG00101_0101_SUPERCONTIG,I21631,L74_MERG00349_0101_SUPERCONTIG,I21641,100.00,291,0,0,1,291,291,1,291,291,2.00E-155,99.709
,Diaziella,Pseudometagea,L74_MERG00349_0101_SUPERCONTIG,I21641,L74_MERG00101_0101_SUPERCONTIG,I21631,100.00,291,0,0,1,291,291,1,291,291,2.00E-155,99.709
,Tanaostigma,Tanaostigmodes,L74_MERG00362_0101_SUPERCONTIG,I8171,L74_MERG00363_0101_SUPERCONTIG,I23223,100.00,291,0,0,1,291,291,1,291,291,2.00E-155,99.709
,Tanaostigmodes,Tanaostigma,L74_MERG00363_0101_SUPERCONTIG,I23223,L74_MERG00362_0101_SUPERCONTIG,I8171,100.00,291,0,0,1,291,291,1,291,291,2.00E-155,99.709
,Encarsia,Rotoita,L750_MERG00041_0101_SUPERCONTIG,I27376,L750_MERG00354_0101_SUPERCONTIG,I27368,100.00,203,0,0,1,203,267,1,203,203,2.00E-106,99.797
,Aeschylia,Brachyscelidiphaga,L750_MERG00310_0101_SUPERCONTIG,I26443,L750_MERG00314_0101_SUPERCONTIG,I27454,99.63,267,1,0,1,267,267,1,267,267,2.00E-140,99.733
,Brachyscelidiphaga,Aeschylia,L750_MERG00314_0101_SUPERCONTIG,I27454,L750_MERG00310_0101_SUPERCONTIG,I26443,99.63,267,1,0,1,267,267,1,267,267,2.00E-140,99.733
,Rotoita,Encarsia,L750_MERG00354_0101_SUPERCONTIG,I27368,L750_MERG00041_0101_SUPERCONTIG,I27376,100.00,203,0,0,1,203,203,1,203,267,1.00E-106,99.797
,Acanthochalcis,Phasgonophora,L751_MERG00055_0101_SUPERCONTIG,I23977,L751_MERG00064_0101_SUPERCONTIG,I23978,100.00,828,0,0,1,828,828,1,828,828,0.0,99.172
,Phasgonophora,Acanthochalcis,L751_MERG00064_0101_SUPERCONTIG,I23978,L751_MERG00055_0101_SUPERCONTIG,I23977,100.00,828,0,0,1,828,828,1,828,828,0.0,99.172
,Aeschylia,Brachyscelidiphaga,L751_MERG00310_0101_SUPERCONTIG,I26443,L751_MERG00314_0101_SUPERCONTIG,I27454,99.64,828,3,0,1,828,828,1,828,828,0.0,99.172
,Brachyscelidiphaga,Aeschylia,L751_MERG00314_0101_SUPERCONTIG,I27454,L751_MERG00310_0101_SUPERCONTIG,I26443,99.64,828,3,0,1,828,828,1,828,828,0.0,99.172
,Tineobius,Neanastatus,L752_MERG00150_0101_SUPERCONTIG,I24008,L752_MERG00158_0101_SUPERCONTIG,I24009,99.27,409,3,0,1,409,409,1,409,486,0.0,99.591
,Neanastatus,Tineobius,L752_MERG00158_0101_SUPERCONTIG,I24009,L752_MERG00150_0101_SUPERCONTIG,I24008,99.27,409,3,0,1,409,486,1,409,409,0.0,99.591
,Aeschylia,Brachyscelidiphaga,L752_MERG00310_0101_SUPERCONTIG,I26443,L752_MERG00314_0101_SUPERCONTIG,I27454,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Brachyscelidiphaga,Aeschylia,L752_MERG00314_0101_SUPERCONTIG,I27454,L752_MERG00310_0101_SUPERCONTIG,I26443,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Aeschylia,Brachyscelidiphaga,L753_MERG00310_0101_SUPERCONTIG,I26443,L753_MERG00314_0101_SUPERCONTIG,I27454,99.61,258,1,0,1,258,258,1,258,258,2.00E-135,99.742
,Brachyscelidiphaga,Aeschylia,L753_MERG00314_0101_SUPERCONTIG,I27454,L753_MERG00310_0101_SUPERCONTIG,I26443,99.61,258,1,0,1,258,258,1,258,258,2.00E-135,99.742
,Tanaostigma,Tanaostigmodes,L753_MERG00362_0101_SUPERCONTIG,I8171,L753_MERG00363_0101_SUPERCONTIG,I23223,99.61,258,1,0,1,258,258,1,258,258,2.00E-135,99.742
,Tanaostigmodes,Tanaostigma,L753_MERG00363_0101_SUPERCONTIG,I23223,L753_MERG00362_0101_SUPERCONTIG,I8171,99.61,258,1,0,1,258,258,1,258,258,2.00E-135,99.742
,Nasonia,Trichomalopsis,L755_MERG00337_0101,I5103,L755_MERG00343_0101,I5110,99.71,339,1,0,1,339,339,1,339,339,3.00E-180,99.661
,Trichomalopsis,Nasonia,L755_MERG00343_0101,I5110,L755_MERG00337_0101,I5103,99.71,339,1,0,1,339,339,1,339,339,3.00E-180,99.661
,Aeschylia,Brachyscelidiphaga,L755_MERG00310_0101_SUPERCONTIG,I26443,L755_MERG00314_0101_SUPERCONTIG,I27454,100.00,339,0,0,1,339,339,1,339,339,0.0,99.661
,Brachyscelidiphaga,Aeschylia,L755_MERG00314_0101_SUPERCONTIG,I27454,L755_MERG00310_0101_SUPERCONTIG,I26443,100.00,339,0,0,1,339,339,1,339,339,0.0,99.661
,Pteromalus,Nasonia,L755_MERG00342_0101_SUPERCONTIG,I23232,L755_MERG00337_0101,I5103,99.12,339,3,0,1,339,339,1,339,339,7.00E-177,99.661
,Sycophila,Systole,L756_MERG00167_0101,I5019,L756_MERG00168_0101_SUPERCONTIG,I21924,99.31,144,1,0,1,144,162,1,144,162,1.00E-72,99.856
,Nasonia,Pteromalus,L756_MERG00337_0101,I5103,L756_MERG00342_0101_SUPERCONTIG,I23232,99.31,144,1,0,1,144,162,1,144,162,1.00E-72,99.856
,Euderomphale,Zdenekius,L756_MERG00111_0101_SUPERCONTIG,I26463,L756_MERG00378_0101,I26460,100.00,128,0,0,1,128,128,35,162,162,2.00E-65,99.872
,Masneroma,Systole,L756_MERG00166_0101_SUPERCONTIG,I24015,L756_MERG00168_0101_SUPERCONTIG,I21924,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Systole,Tetramesa,L756_MERG00168_0101_SUPERCONTIG,I21924,L756_MERG00169_0101_SUPERCONTIG,I21916,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Tetramesa,Systole,L756_MERG00169_0101_SUPERCONTIG,I21916,L756_MERG00168_0101_SUPERCONTIG,I21924,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Grooca,Solenura,L756_MERG00248_0101_SUPERCONTIG,I29053,L756_MERG00255_0101_SUPERCONTIG,I27397,99.37,159,1,0,4,162,162,4,162,162,6.00E-81,99.841
,Solenura,Grooca,L756_MERG00255_0101_SUPERCONTIG,I27397,L756_MERG00248_0101_SUPERCONTIG,I29053,99.37,159,1,0,4,162,162,4,162,162,6.00E-81,99.841
,Hetreulophus,Omphalodipara,L756_MERG00267_0101_SUPERCONTIG,I23226,L756_MERG00268_0101_SUPERCONTIG,I28973,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Omphalodipara,Hetreulophus,L756_MERG00268_0101_SUPERCONTIG,I28973,L756_MERG00267_0101_SUPERCONTIG,I23226,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Aeschylia,Brachyscelidiphaga,L756_MERG00310_0101_SUPERCONTIG,I26443,L756_MERG00314_0101_SUPERCONTIG,I27454,100.00,162,0,0,1,162,162,1,162,162,3.00E-84,99.838
,Brachyscelidiphaga,Aeschylia,L756_MERG00314_0101_SUPERCONTIG,I27454,L756_MERG00310_0101_SUPERCONTIG,I26443,100.00,162,0,0,1,162,162,1,162,162,3.00E-84,99.838
,Megastigmus,Neomegastigmus,L757_MERG00183_0101,I5300,L757_MERG00186_0101,I26464,99.29,141,1,0,1,141,147,1,141,147,4.00E-71,99.859
,Rotoita,Anagrus,L757_MERG00354_0101,I27368,L757_MERG00190_0101_SUPERCONTIG,I27384,100.00,141,0,0,7,147,147,1,141,141,1.00E-72,99.859
,Tanaostigmodes,Tanaostigma,L757_MERG00363_0101,I23223,L757_MERG00362_0101_SUPERCONTIG,I8171,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Propalachia,Erythmelus,L757_MERG00383_0101,I26468,L757_MERG00197_0101_SUPERCONTIG,I26457,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Anagrus,Rotoita,L757_MERG00190_0101_SUPERCONTIG,I27384,L757_MERG00354_0101,I27368,100.00,141,0,0,1,141,141,7,147,147,9.00E-73,99.859
,Erythmelus,Propalachia,L757_MERG00197_0101_SUPERCONTIG,I26457,L757_MERG00383_0101,I26468,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Aeschylia,Brachyscelidiphaga,L757_MERG00310_0101_SUPERCONTIG,I26443,L757_MERG00314_0101_SUPERCONTIG,I27454,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Brachyscelidiphaga,Aeschylia,L757_MERG00314_0101_SUPERCONTIG,I27454,L757_MERG00310_0101_SUPERCONTIG,I26443,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Tanaostigma,Tanaostigmodes,L757_MERG00362_0101_SUPERCONTIG,I8171,L757_MERG00363_0101,I23223,100.00,147,0,0,1,147,147,1,147,147,4.00E-76,99.853
,Masneroma,Tetramesa,L758_MERG00166_0101,I24015,L758_MERG00169_0101,I21916,99.36,312,2,0,1,312,312,1,312,312,9.00E-164,99.688
,Tetramesa,Masneroma,L758_MERG00169_0101,I21916,L758_MERG00166_0101,I24015,99.36,312,2,0,1,312,312,1,312,312,9.00E-164,99.688
,Endobia,Tetramesa,L758_MERG00164_0101,I21935,L758_MERG00169_0101,I21916,99.04,312,3,0,1,312,312,1,312,312,4.00E-162,99.688
,nr Bofuria,Archaeoteleia,L758_MERG00264_0101,I24041,L758_MERG00419_0101_SUPERCONTIG,I24043,100.00,312,0,0,1,312,312,1,312,312,4.00E-167,99.688
,Aeschylia,Brachyscelidiphaga,L758_MERG00310_0101,I26443,L758_MERG00314_0101_SUPERCONTIG,I27454,99.68,312,1,0,1,312,312,1,312,312,2.00E-165,99.688
,Brachyscelidiphaga,Aeschylia,L758_MERG00314_0101_SUPERCONTIG,I27454,L758_MERG00310_0101,I26443,99.68,312,1,0,1,312,312,1,312,312,2.00E-165,99.688
,Tanaostigma,Tanaostigmodes,L758_MERG00362_0101_SUPERCONTIG,I8171,L758_MERG00363_0101_SUPERCONTIG,I23223,100.00,312,0,0,1,312,312,1,312,312,4.00E-167,99.688
,Tanaostigmodes,Tanaostigma,L758_MERG00363_0101_SUPERCONTIG,I23223,L758_MERG00362_0101_SUPERCONTIG,I8171,100.00,312,0,0,1,312,312,1,312,312,4.00E-167,99.688
,Archaeoteleia,nr Bofuria,L758_MERG00419_0101_SUPERCONTIG,I24043,L758_MERG00264_0101,I24041,100.00,312,0,0,1,312,312,1,312,312,4.00E-167,99.688
,Omphalodipara,Zeala,L759_MERG00268_0101_SUPERCONTIG,I28973,L759_MERG00269_0101_SUPERCONTIG,I27457,100.00,174,0,0,1,174,174,1,174,174,8.00E-91,99.826
,Zeala,Omphalodipara,L759_MERG00269_0101_SUPERCONTIG,I27457,L759_MERG00268_0101_SUPERCONTIG,I28973,100.00,174,0,0,1,174,174,1,174,174,8.00E-91,99.826
,Aeschylia,Brachyscelidiphaga,L759_MERG00310_0101_SUPERCONTIG,I26443,L759_MERG00314_0101_SUPERCONTIG,I27454,100.00,174,0,0,1,174,174,1,174,174,8.00E-91,99.826
,Brachyscelidiphaga,Aeschylia,L759_MERG00314_0101_SUPERCONTIG,I27454,L759_MERG00310_0101_SUPERCONTIG,I26443,100.00,174,0,0,1,174,174,1,174,174,8.00E-91,99.826
,Ooencyrtus,Psilochalcis,L75_MERG00083_0101_SUPERCONTIG,I23984,L75_MERG00070_0101_SUPERCONTIG,I23982,100.00,344,0,0,1,344,344,267,610,672,0.0,99.656
,Aeschylia,Brachyscelidiphaga,L75_MERG00310_0101_SUPERCONTIG,I26443,L75_MERG00314_0101_SUPERCONTIG,I27454,100.00,663,0,0,3,665,665,1,663,663,0.0,99.337
,Brachyscelidiphaga,Aeschylia,L75_MERG00314_0101_SUPERCONTIG,I27454,L75_MERG00310_0101_SUPERCONTIG,I26443,100.00,663,0,0,1,663,663,3,665,665,0.0,99.337
,Nasonia,Trichomalopsis,L760_MERG00337_0101,I5103,L760_MERG00343_0101,I5110,99.49,198,1,0,1,198,216,1,198,216,3.00E-102,99.802
,Trichomalopsis,Nasonia,L760_MERG00343_0101,I5110,L760_MERG00337_0101,I5103,99.49,198,1,0,1,198,216,1,198,216,3.00E-102,99.802
,Centrodora,Mesopeltita,L760_MERG00016_0101_SUPERCONTIG,I26390,L760_MERG00286_0101_SUPERCONTIG,I26387,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Perilampus,Steffanolampus,L760_MERG00220_0101_SUPERCONTIG,I12630,L760_MERG00221_0101_SUPERCONTIG,I16359,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Steffanolampus,Perilampus,L760_MERG00221_0101_SUPERCONTIG,I16359,L760_MERG00220_0101_SUPERCONTIG,I12630,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Hetreulophus,Omphalodipara,L760_MERG00267_0101_SUPERCONTIG,I23226,L760_MERG00268_0101_SUPERCONTIG,I28973,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Omphalodipara,Hetreulophus,L760_MERG00268_0101_SUPERCONTIG,I28973,L760_MERG00267_0101_SUPERCONTIG,I23226,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Mesopeltita,Centrodora,L760_MERG00286_0101_SUPERCONTIG,I26387,L760_MERG00016_0101_SUPERCONTIG,I26390,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Aeschylia,Brachyscelidiphaga,L760_MERG00310_0101_SUPERCONTIG,I26443,L760_MERG00314_0101_SUPERCONTIG,I27454,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Brachyscelidiphaga,Aeschylia,L760_MERG00314_0101_SUPERCONTIG,I27454,L760_MERG00310_0101_SUPERCONTIG,I26443,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Nasonia,Pteromalus,L761_MERG00337_0101,I5103,L761_MERG00342_0101_SUPERCONTIG,I23232,99.48,192,1,0,1,192,198,1,192,198,5.00E-99,99.808
,Tanaostigmodes,Tanaostigma,L761_MERG00364_0101,I5042,L761_MERG00362_0101_SUPERCONTIG,I8171,100.00,192,0,0,1,192,198,1,192,198,1.00E-100,99.808
,Hemiptarsenus,Sympiesis,L761_MERG00125_0101_SUPERCONTIG,I27428,L761_MERG00128_0101_SUPERCONTIG,I21679,100.00,195,0,0,1,195,198,1,195,198,2.00E-102,99.805
,Pnigalio,Hemiptarsenus,L761_MERG00127_0101_SUPERCONTIG,I21932,L761_MERG00125_0101_SUPERCONTIG,I27428,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Sympiesis,Hemiptarsenus,L761_MERG00128_0101_SUPERCONTIG,I21679,L761_MERG00125_0101_SUPERCONTIG,I27428,100.00,195,0,0,1,195,198,1,195,198,2.00E-102,99.805
,nr Bofuria,Archaeoteleia,L761_MERG00264_0101_SUPERCONTIG,I24041,L761_MERG00419_0101_SUPERCONTIG,I24043,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Tanaostigma,Tanaostigmodes,L761_MERG00362_0101_SUPERCONTIG,I8171,L761_MERG00363_0101_SUPERCONTIG,I23223,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Tanaostigmodes,Tanaostigma,L761_MERG00363_0101_SUPERCONTIG,I23223,L761_MERG00362_0101_SUPERCONTIG,I8171,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Archaeoteleia,nr Bofuria,L761_MERG00419_0101_SUPERCONTIG,I24043,L761_MERG00264_0101_SUPERCONTIG,I24041,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Myiocnema,Genus indet,L762_MERG00094_0101_SUPERCONTIG,I29029,L762_MERG00391_0101_SUPERCONTIG,I29021,99.72,358,1,0,63,420,420,1,358,358,0.0,99.642
,Aeschylia,Brachyscelidiphaga,L762_MERG00310_0101_SUPERCONTIG,I26443,L762_MERG00314_0101_SUPERCONTIG,I27454,100.00,420,0,0,1,420,420,1,420,420,0.0,99.58
,Brachyscelidiphaga,Aeschylia,L762_MERG00314_0101_SUPERCONTIG,I27454,L762_MERG00310_0101_SUPERCONTIG,I26443,100.00,420,0,0,1,420,420,1,420,420,0.0,99.58
,Genus indet,Myiocnema,L762_MERG00391_0101_SUPERCONTIG,I29021,L762_MERG00094_0101_SUPERCONTIG,I29029,99.72,358,1,0,1,358,358,63,420,420,0.0,99.642
,Nasonia,Trichomalopsis,L763_MERG00337_0101,I5103,L763_MERG00343_0101,I5110,100.00,183,0,0,4,186,192,4,186,192,9.00E-96,99.817
,Trichomalopsis,Nasonia,L763_MERG00343_0101,I5110,L763_MERG00337_0101,I5103,100.00,183,0,0,4,186,192,4,186,192,9.00E-96,99.817
,Perilampus,Steffanolampus,L763_MERG00220_0101_SUPERCONTIG,I12630,L763_MERG00221_0101_SUPERCONTIG,I16359,99.48,192,1,0,1,192,192,1,192,192,4.00E-99,99.808
,Steffanolampus,Perilampus,L763_MERG00221_0101_SUPERCONTIG,I16359,L763_MERG00220_0101_SUPERCONTIG,I12630,99.48,192,1,0,1,192,192,1,192,192,4.00E-99,99.808
,Nepistenia,Proshizonotus,L763_MERG00250_0101_SUPERCONTIG,I27452,L763_MERG00254_0101_SUPERCONTIG,I23215,99.48,192,1,0,1,192,192,1,192,192,4.00E-99,99.808
,Proshizonotus,Nepistenia,L763_MERG00254_0101_SUPERCONTIG,I23215,L763_MERG00250_0101_SUPERCONTIG,I27452,99.48,192,1,0,1,192,192,1,192,192,4.00E-99,99.808
,Aeschylia,Brachyscelidiphaga,L763_MERG00310_0101_SUPERCONTIG,I26443,L763_MERG00314_0101_SUPERCONTIG,I27454,100.00,192,0,0,1,192,192,1,192,192,9.00E-101,99.808
,Brachyscelidiphaga,Aeschylia,L763_MERG00314_0101_SUPERCONTIG,I27454,L763_MERG00310_0101_SUPERCONTIG,I26443,100.00,192,0,0,1,192,192,1,192,192,9.00E-101,99.808
,Pteromalus,Trichomalopsis,L763_MERG00342_0101_SUPERCONTIG,I23232,L763_MERG00343_0101,I5110,99.44,179,1,0,4,182,192,4,182,192,7.00E-92,99.821
,Palmon,Mesopeltita,L763_MERG00381_0101_SUPERCONTIG,I26389,L763_MERG00286_0101_SUPERCONTIG,I26387,99.03,103,1,0,1,103,103,90,192,192,6.00E-50,99.897
,Diaspiniphagus,Adontomerus,L764_MERG00035_0101_SUPERCONTIG,I29026,L764_MERG00375_0101_SUPERCONTIG,I29034,100.00,264,0,0,1,264,264,1,264,264,2.00E-140,99.736
,Polistomorpha,Sirovena,L764_MERG00178_0101_SUPERCONTIG,I29055,L764_MERG00329_0101_SUPERCONTIG,I29047,100.00,254,0,0,1,254,264,1,254,254,6.00E-135,99.746
,Aeschylia,Brachyscelidiphaga,L764_MERG00310_0101_SUPERCONTIG,I26443,L764_MERG00314_0101_SUPERCONTIG,I27454,99.24,264,2,0,1,264,264,1,264,264,4.00E-137,99.736
,Brachyscelidiphaga,Aeschylia,L764_MERG00314_0101_SUPERCONTIG,I27454,L764_MERG00310_0101_SUPERCONTIG,I26443,99.24,264,2,0,1,264,264,1,264,264,4.00E-137,99.736
,Sirovena,Polistomorpha,L764_MERG00329_0101_SUPERCONTIG,I29047,L764_MERG00178_0101_SUPERCONTIG,I29055,100.00,254,0,0,1,254,254,1,254,264,6.00E-135,99.746
,Adontomerus,Diaspiniphagus,L764_MERG00375_0101_SUPERCONTIG,I29034,L764_MERG00035_0101_SUPERCONTIG,I29026,100.00,264,0,0,1,264,264,1,264,264,2.00E-140,99.736
,Odopoia,Torymus,L764_MERG00384_0101_SUPERCONTIG,I28991,L764_MERG00388_0101_SUPERCONTIG,I28964,99.24,264,2,0,1,264,264,1,264,264,4.00E-137,99.736
,Pseudometagea,Diaziella,L765_MERG00101_0101_SUPERCONTIG,I21631,L765_MERG00349_0101_SUPERCONTIG,I21641,100.00,214,0,0,1,214,225,1,214,214,5.00E-113,99.786
,Diaziella,Pseudometagea,L765_MERG00349_0101_SUPERCONTIG,I21641,L765_MERG00101_0101_SUPERCONTIG,I21631,100.00,214,0,0,1,214,214,1,214,225,5.00E-113,99.786
,Bootanomyia,Bortesia,L766_MERG00181_0101_SUPERCONTIG,I26440,L766_MERG00182_0101_SUPERCONTIG,I26456,100.00,156,0,0,1,156,156,1,156,156,5.00E-81,99.844
,Bortesia,Bootanomyia,L766_MERG00182_0101_SUPERCONTIG,I26456,L766_MERG00181_0101_SUPERCONTIG,I26440,100.00,156,0,0,1,156,156,1,156,156,5.00E-81,99.844
,Aeschylia,Brachyscelidiphaga,L767_MERG00310_0101_SUPERCONTIG,I26443,L767_MERG00314_0101_SUPERCONTIG,I27454,100.00,207,0,0,1,207,207,1,207,207,6.00E-109,99.793
,Brachyscelidiphaga,Aeschylia,L767_MERG00314_0101_SUPERCONTIG,I27454,L767_MERG00310_0101_SUPERCONTIG,I26443,100.00,207,0,0,1,207,207,1,207,207,6.00E-109,99.793
,Tanaostigma,Tanaostigmodes,L767_MERG00362_0101_SUPERCONTIG,I8171,L767_MERG00363_0101_SUPERCONTIG,I23223,100.00,207,0,0,1,207,207,1,207,207,6.00E-109,99.793
,Tanaostigmodes,Tanaostigma,L767_MERG00363_0101_SUPERCONTIG,I23223,L767_MERG00362_0101_SUPERCONTIG,I8171,100.00,207,0,0,1,207,207,1,207,207,6.00E-109,99.793
,Haltichella,Hockeria,L768_MERG00068_0101_SUPERCONTIG,I23218,L768_MERG00069_0101_SUPERCONTIG,I21678,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Hockeria,Haltichella,L768_MERG00069_0101_SUPERCONTIG,I21678,L768_MERG00068_0101_SUPERCONTIG,I23218,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Colocharis,Kapala,L768_MERG00097_0101_SUPERCONTIG,I12647,L768_MERG00099_0101_SUPERCONTIG,I12623,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Kapala,Colocharis,L768_MERG00099_0101_SUPERCONTIG,I12623,L768_MERG00097_0101_SUPERCONTIG,I12647,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Pseudometagea,Kapala,L768_MERG00101_0101_SUPERCONTIG,I21631,L768_MERG00099_0101_SUPERCONTIG,I12623,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Psilocharis,Schizaspidia,L768_MERG00102_0101_SUPERCONTIG,I12648,L768_MERG00103_0101_SUPERCONTIG,I16352,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Schizaspidia,Psilocharis,L768_MERG00103_0101_SUPERCONTIG,I16352,L768_MERG00102_0101_SUPERCONTIG,I12648,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Australosema,Timioderus,L768_MERG00106_0101_SUPERCONTIG,I12626,L768_MERG00109_0101_SUPERCONTIG,I9733,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Orasema,Timioderus,L768_MERG00108_0101_SUPERCONTIG,I21723,L768_MERG00109_0101_SUPERCONTIG,I9733,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Timioderus,Orasema,L768_MERG00109_0101_SUPERCONTIG,I9733,L768_MERG00108_0101_SUPERCONTIG,I21723,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Calosota,Keirana,L768_MERG00140_0101_SUPERCONTIG,I24010,L768_MERG00299_0101_SUPERCONTIG,I27453,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Aiolomorphus,Systole,L768_MERG00161_0101_SUPERCONTIG,I21923,L768_MERG00168_0101_SUPERCONTIG,I21924,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Endobia,Systole,L768_MERG00164_0101_SUPERCONTIG,I21935,L768_MERG00168_0101_SUPERCONTIG,I21924,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Systole,Tetramesa,L768_MERG00168_0101_SUPERCONTIG,I21924,L768_MERG00169_0101_SUPERCONTIG,I21916,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Tetramesa,Systole,L768_MERG00169_0101_SUPERCONTIG,I21916,L768_MERG00168_0101_SUPERCONTIG,I21924,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
